Haplotype	Europe	North America	North-East Asia	South Asia	South and Central America	South-East Asia	Western Asia	Weighted	Mean
24:02/35:01/04:01	0.3623886216513148	0.0	0.1748918752965354	0.6420449098532203	0.189348703921318	0.0516325972570754	0.8720174330238605	0.0541513939755824	0.3274748772861892
11:01/07:02/07:02	0.4384316933054973	0.0	0.1655826958136841	0.4349538722719379	0.0356903312037542	0.104819258642905	0.0	0.05177242897164663	0.16849683589111122
11:01/40:01/03:04	0.1385849216815755	0.0	0.2249798703578572	0.3209319645232984	0.1366629769062522	1.3845762099106385	0.0	0.04924901589950545	0.3151051347685174
24:02/35:01/03:03	0.0172207625436085	0.0	1.1908170130644138	0.0	0.0	0.3120960798300977	0.0	0.04748109234584522	0.21716197934830286
01:01/07:02/07:02	0.4331640299613052	0.0	0.063000271044353	0.6220860265327142	0.1721533622769322	0.0	0.0	0.046717509832710245	0.18434338425932922
02:01/35:01/03:03	0.1452489164670917	0.0	0.8514182605238199	0.0	0.0	0.1696516380830281	0.0	0.04584061511752955	0.16661697358199137
68:01/08:01/07:02	0.0189495035651945	0.0	0.0	0.0601936163465992	0.0	0.0	3.967477888260176	0.04517274404877035	0.5780887154531386
24:02/40:06/08:01	0.0123617214044254	0.0	1.0660279135583937	0.0	0.0	0.3732337200162345	0.0	0.04403040352918361	0.20737476499700763
02:01/15:01/04:01	0.3649201223834544	0.0	0.1492835301474625	0.0	0.0	0.0646188427748311	0.0	0.04173366076860971	0.08268892790082115
24:02/18:01/07:01	0.4034120547084335	0.0	0.0445373880334304	0.2012126609948762	0.0	0.0162061493651712	0.0	0.041731777995136575	0.09505260758598734
11:01/51:01/15:02	0.2812556300317698	0.0	0.2948763101538375	0.1032890459900946	0.2392351892733442	0.1313470910088825	0.0	0.04058662725546996	0.1500004666368469
11:01/51:01/14:02	0.0773175216211261	0.0	0.2886780309504907	0.5884375950161734	0.0	1.0792398352470642	0.0	0.04012921029824541	0.29052471183355066
32:01/40:02/02:02	0.3747911866266353	0.0	0.0460899211952456	0.0	0.2733259538125045	0.0	0.0	0.038545273523608176	0.09917243737634077
24:02/40:01/07:02	0.0174112976422876	0.0	0.1233798796347953	0.0	0.0	1.6503149177419432	0.0	0.03785494749077242	0.2558722992884323
02:06/35:01/03:03	0.013428570825678	0.0	1.02916968124483	0.0	0.0	0.1128203312780652	0.0	0.037847649495666526	0.16505979762122475
30:02/53:01/04:01	0.0218906408668993	0.0	0.0	0.0400957477657579	0.0	0.0	3.239392774084858	0.037476248245476955	0.4716255946739307
02:01/35:03/04:01	0.3599474279350383	0.0	0.0494620713786125	0.1884586135871118	0.0683814749113947	0.0	0.0	0.037447581904551094	0.0951785125445939
24:02/08:01/07:02	0.0928840639059131	0.0	0.0	0.1620828107937497	0.0	0.0299237308521972	2.4435532604515737	0.03673118257259176	0.38977769514334765
26:01/07:02/07:02	0.2887143689533459	0.0	0.2120908477395822	0.1651824820674118	0.0	0.0	0.0	0.035729203334775306	0.0951410998229057
02:01/51:01/01:02	0.3259905718082008	0.0	0.0701470731370328	0.0	0.0341907374556973	0.0735013131740183	0.0	0.035546887757136866	0.07197567079642131
31:01/40:01/03:04	0.254478817853521	0.0	0.2623693431056143	0.1066886854515304	0.2050444518176469	0.0616758228898091	0.0	0.03548705158292275	0.12717958873116025
03:01/38:01/12:03	0.2692657342577954	0.0	0.0373542628656614	0.0	0.2391352163568071	0.3167691797449167	0.0	0.034070761430210386	0.12321777046074009
26:01/35:01/03:03	0.0	0.0	0.9515032780412596	0.0	0.0	0.0789205121393186	0.0	0.033290927110538465	0.14720339859722545
68:01/40:01/03:04	0.3189225331633222	0.0	0.0426875911129396	0.0	0.0	0.0	0.0	0.032446859263941294	0.05165858918232311
24:02/44:02/05:01	0.2849056911322427	0.0	0.0560710775672473	0.0	0.0622831270026299	0.0235271634638794	0.0	0.030166935457136196	0.06096957988085704
31:01/40:02/03:04	0.0	0.0	0.8774479904503609	0.0	0.2050444518176469	0.0232946041821832	0.0	0.030152028769228637	0.15796957806431303
02:01/40:02/02:02	0.2981125042780812	0.0	0.0	0.0	0.1367629498227894	0.0	0.0	0.029273257442167258	0.06212506487155295
24:02/44:03/04:01	0.2961715361159777	0.0	0.0	0.0	0.1708537143619496	0.0	0.0	0.029153109066516542	0.06671789292541819
02:01/44:03/04:01	0.2753755553249926	0.0	0.0319546996352608	0.0400957477657579	0.2830233267166057	0.0	0.0	0.028560217318470825	0.09006418992037385
03:01/44:02/05:01	0.1922430489727576	0.0	0.2528633552244219	0.0	0.0683814749113947	0.0591255874314354	0.0	0.028425366316119777	0.08180192379142995
02:06/51:01/14:02	0.0148020773491342	0.0	0.6345691517916067	0.0644931603713563	0.0	0.2734619609655594	0.0	0.028150846897733735	0.14104662149680808
02:06/40:06/08:01	0.0157805220497054	0.0	0.6675795294491822	0.0	0.0	0.1831843018783241	0.0	0.0273737569072902	0.12379205048245881
24:02/18:01/12:03	0.2656747631377452	0.0	0.0	0.2787704358377386	0.2403348913552526	0.0	0.0	0.027282653896438133	0.11211144147581947
02:01/52:01/12:02	0.1427569198658901	0.0	0.2296789465896589	0.7364219009845567	0.2278382767881118	0.1346978781115654	0.0	0.027152085962504017	0.21019913176282612
11:01/35:03/12:03	0.2477681551894291	0.0	0.0298596291918351	0.1955792584284851	0.0683814749113947	0.053858583572195	0.0	0.02695162648505996	0.08506387161333415
68:01/07:02/07:02	0.108732231532106	0.0	0.0	0.1919032482767137	0.0	0.0	1.4360270285117835	0.026843079901065638	0.24809464404580048
03:01/08:01/07:01	0.2701936386816809	0.0	0.0	0.0	0.2051444247341841	0.0	0.0	0.026695255835892096	0.06790543763083785
24:02/27:05/02:02	0.260936899491873	0.0	0.0337859433391907	0.0	0.0	0.0	0.0	0.02650939867745122	0.04210326326158053
68:02/14:02/08:02	0.2405315396964233	0.0	0.0319513394415948	0.0	0.6825151011989643	0.0	0.0	0.02583776363534285	0.1364282829052832
02:01/18:01/12:03	0.2627481783644722	0.0	0.0	0.0	0.1354633019078067	0.0	0.0	0.02583070013166043	0.05688735432461127
24:02/38:01/12:03	0.238886653931473	0.0	0.0328294425667366	0.0	0.5359548055555364	0.0175423535067233	0.0	0.02575253676488747	0.1178876079372099
02:01/40:01/07:02	0.0	0.0	0.1128769861984163	0.0	0.0	1.1120419487780218	0.0	0.025359421635719772	0.1749884192823483
03:01/50:01/06:02	0.066450009770231	0.0	0.0	0.4989470856636711	0.0	0.0	1.561647347506821	0.0251486671020026	0.3038634918486747
01:01/35:01/04:01	0.2229033715755269	0.0	0.0419462045791665	0.3730604361946206	0.1709536872784867	0.0	0.0	0.02470592910215629	0.1155519570896858
03:01/40:01/03:04	0.2393567092685424	0.0	0.0	0.08879058358103	0.1276654144179108	0.021032769732275	0.0	0.024252577320725378	0.06812078242853689
24:02/40:02/02:02	0.230280299538623	0.0	0.0464876609289409	0.0	0.0341907374556973	0.0	0.0	0.02402018835713713	0.044422671131894464
24:02/35:03/04:01	0.2098860398910586	0.0	0.0290947213023997	0.7631190696964205	0.0	0.0	0.0	0.02400426759359206	0.14315711869855413
02:01/40:02/03:04	0.0238406999780476	0.0	0.6113254347079039	0.0	0.0341907374556973	0.0597149766937965	0.0	0.023951693658670115	0.10415312126220647
31:01/15:01/03:03	0.1186122052363963	0.0	0.3094812373130888	0.0	0.102572212367092	0.0927789630464828	0.0	0.023875218017083127	0.0890635168518657
68:01/51:01/15:02	0.2291459122297137	0.0	0.0	0.2475737443092685	0.0341907374556973	0.0241365179685695	0.0	0.023675953949806244	0.076435273137607
32:01/44:02/05:01	0.2075227496358367	0.0	0.0451438926828059	0.1403851118781151	0.1708537143619496	0.0	0.0	0.02251836411029709	0.08055792407981532
03:01/14:02/08:02	0.2114866182594459	0.0	0.0229601414759119	0.0	0.3433069953884932	0.0	0.0	0.022029317805629466	0.0825362507319787
24:02/51:01/15:02	0.1375737473291782	0.0	0.2185200732597421	0.0	0.2727261163132817	0.0395025395754222	0.0	0.02199182053393432	0.09547463949680345
31:01/50:01/06:02	0.0	0.0	0.0	0.0	0.0	0.0	2.022011023823912	0.021977511465446686	0.2888587176891303
03:01/18:01/07:01	0.2243877857108627	0.0	0.0	0.0	0.0	0.0	0.0	0.02182653036435048	0.03205539795869467
11:01/15:01/03:03	0.1183412238791006	0.0	0.1608794966448688	0.1986789297021472	0.0341907374556973	0.2058333561377933	0.0	0.02162774865446362	0.10256053483137245
02:01/51:01/02:02	0.2102939882274094	0.0	0.0	0.0	0.3417074287238992	0.0	0.0	0.021143741101228113	0.07885734527875837
11:01/35:01/03:03	0.0127186889400952	0.0	0.3600560893916535	0.0	0.0	0.3899396312193824	0.0	0.020826091008593027	0.10895920136444731
24:02/08:01/07:01	0.202931483218126	0.0	0.0	0.0	0.0714806353240456	0.0	0.0	0.019883392920717665	0.03920173122031023
26:01/27:05/01:02	0.202263894967779	0.0	0.0	0.0	0.0	0.0	0.0	0.019674506930669827	0.02889484213825414
24:02/15:01/04:01	0.0407007027037261	0.0	0.3523170067822948	0.1554835106627272	0.0	0.1607558858719401	0.0	0.0193729566600014	0.10132244371724117
03:01/51:01/15:02	0.1176785120214891	0.0	0.0	0.0802914849274404	0.1394622185692918	0.0236054510275163	0.6156494350748044	0.019152896749733427	0.13952672880293457
32:01/35:01/04:01	0.1714230220454024	0.0	0.0	0.6457315188809597	0.1036719144490004	0.0	0.0	0.019097987335278753	0.13154663648219464
31:01/07:02/07:02	0.1055599564530453	0.0	0.2417142738699122	0.1493841575113276	0.0683814749113947	0.0	0.0	0.018985777314481735	0.08071998039223997
02:01/58:01/03:02	0.0743060146272034	0.0	0.0	0.0696926089594346	0.0683814749113947	0.1880159117841569	0.7086743943306049	0.018957863019201777	0.1584386292303992
03:01/15:01/03:03	0.1804756108348011	0.0	0.0403338269865999	0.0	0.0	0.0	0.0	0.018901361047437473	0.03154420540305729
03:01/27:05/02:02	0.1746045205200177	0.0	0.0216201251024592	0.0802914849274404	0.0341907374556973	0.0373779812272778	0.0	0.01877563327313061	0.049726407033270345
02:01/14:02/08:02	0.1816149663025521	0.0	0.0	0.0	0.2392351892733442	0.0	0.0	0.01814773038265309	0.06012145079655661
24:02/57:01/06:02	0.1417467102353654	0.0	0.0	0.9683972995295904	0.0	0.0283446977675592	0.0	0.017659540932903277	0.16264124393321644
02:06/40:02/03:04	0.0	0.0	0.5029048074393029	0.0	0.0	0.0445704721792369	0.0	0.01765098410898438	0.07821075423121997
68:02/53:01/04:01	0.1687574094180609	0.0	0.0	0.0	0.3724990870173342	0.0	0.0	0.017165425580759328	0.07732235663362787
02:01/40:01/15:02	0.0	0.0	0.3071462737795309	0.0	0.0	0.3559895977597624	0.0	0.017163751939508077	0.09473369593418476
02:01/08:01/07:02	0.035456048092559	0.0	0.0	0.0601936163465992	0.0341907374556973	0.0	1.1825889505392884	0.016577878971135034	0.187489907490592
03:01/15:01/03:04	0.1654817320458469	0.0	0.0	0.0	0.0	0.0	0.0	0.01609665177541406	0.023640247435120988
01:01/35:03/04:01	0.1581416285839708	0.0	0.0	0.2054782086250188	0.0	0.0	0.0	0.016087390140320918	0.05194569102985566
24:02/51:01/01:02	0.1414602375101503	0.0	0.0371711013888353	0.0400957477657579	0.1367629498227894	0.0240781672976097	0.0	0.015881157475774482	0.05422402911216322
32:01/07:02/07:02	0.1502202145611832	0.0	0.0256795070419265	0.0	0.0683814749113947	0.0	0.0	0.015606960624836411	0.03489731378778634
03:01/51:01/01:02	0.1580977496579504	0.0	0.0	0.0	0.0	0.0	0.0	0.015378400934403819	0.022585392808278627
24:02/35:03/12:03	0.1171933885525622	0.0	0.0	0.8161045504802125	0.2733259538125045	0.0311299660147548	0.0	0.015353397951566419	0.1768219798371477
03:01/57:01/06:02	0.152444147384398	0.0	0.0	0.146884422613213	0.0	0.0	0.0	0.015332230805442746	0.042761224285373
02:01/15:01/01:02	0.0965085230550168	0.0	0.1266220748434958	0.0450952175619871	0.216941228885565	0.0289370495685407	0.0	0.01476721917940517	0.07344344198780077
03:01/18:01/12:03	0.1424544012148902	0.0	0.0	0.1605829698548809	0.1366629769062522	0.0	0.0	0.014682708690569403	0.0628143354251462
26:01/40:01/03:04	0.0765275811326667	0.0	0.1818183682498972	0.0	0.0	0.0481727419562387	0.0	0.01444789255153137	0.0437883844769718
24:02/40:02/03:03	0.0	0.0	0.3706382256774326	0.0	0.0	0.0966194549481416	0.0	0.014246894132568202	0.06675109723222489
31:01/35:01/03:03	0.0	0.0	0.4050119967613275	0.0	0.0	0.0334178325324919	0.0	0.014167045812121776	0.06263283275625992
31:01/35:01/04:01	0.0595456179202431	0.0	0.1627847882975617	0.1247024750531156	0.2338366517803394	0.0912128361408583	0.0	0.013895019693840356	0.09601176702744546
11:01/44:02/05:01	0.1163117251565695	0.0	0.0431961141641885	0.0400957477657579	0.410188876551831	0.0	0.0	0.013719139670842812	0.08711320909119241
32:01/27:05/02:02	0.1371731355419918	0.0	0.0	0.0570939450729371	0.0	0.0	0.0	0.013538845903302898	0.027752440087846983
11:01/27:05/02:02	0.1311891989475794	0.0	0.0	0.0402125353801978	0.0	0.0176906221859993	0.0	0.013242370956747136	0.027013193787682358
02:01/18:01/05:01	0.1251309070353618	0.0	0.0	0.0	0.411688470299888	0.0	0.0	0.013000731571957535	0.07668848247646426
32:01/35:03/04:01	0.1273774966505823	0.0	0.0	0.1212871372565196	0.0	0.0	0.0	0.012806170707692983	0.035523519129585984
11:01/35:03/04:01	0.1094203445280143	0.0	0.0	0.4483554510077098	0.0341907374556973	0.0241482476370304	0.0	0.012718913030732491	0.08801639723263596
26:01/40:01/07:02	0.0	0.0	0.2081992487218806	0.0	0.0	0.2962651026703508	0.0	0.012701534276854467	0.0720663359131759
01:01/18:01/07:01	0.1255112999828702	0.0	0.0	0.10078931109198	0.0	0.0	0.0	0.01255434237069669	0.0323286587249786
03:01/44:03/04:01	0.1237622148194554	0.0	0.0	0.0802914849274404	0.102572212367092	0.0	0.0	0.012520466990364269	0.04380370173056969
02:01/44:03/16:01	0.1211647862551963	0.0	0.0	0.0	0.3398079433096937	0.0	0.0	0.012470187157697375	0.06585324708069858
25:01/57:01/06:02	0.1276608122128905	0.0	0.0	0.0	0.0	0.0	0.0	0.012417755205681004	0.018237258887555785
24:02/35:01/08:01	0.0	0.0	0.3719353016618893	0.0	0.0	0.0	0.0	0.012414181000433608	0.053133614523127044
24:02/40:06/15:02	0.0	0.0	0.1868064829810325	1.7891492571429817	0.0	0.0	0.0	0.012371267677303299	0.2822793914462877
24:02/27:05/01:02	0.1269275262495148	0.0	0.0	0.0	0.0	0.0	0.0	0.01234642740013817	0.018132503749930688
26:01/51:01/14:02	0.0546412886196484	0.0	0.1694297877263247	0.0890059607398516	0.0	0.0417491290000377	0.0	0.012086020542298534	0.050689452297980345
26:01/08:01/07:01	0.1211385473594791	0.0	0.0	0.0	0.0	0.0	0.0	0.011783324898272217	0.017305506765639873
01:01/38:01/12:03	0.1199482651830391	0.0	0.0	0.0	0.0	0.0	0.0	0.011667544398081847	0.01713546645471987
02:01/40:06/08:01	0.0	0.0	0.2838142433849984	0.0	0.0	0.1129771969892706	0.0	0.01166655670135334	0.05668449148203843
11:01/57:01/06:02	0.0883722131412254	0.0	0.0	0.6620297904166667	0.0	0.0329714318267462	0.0	0.011506822354679957	0.11191049076923404
11:01/08:01/07:01	0.1164424188226749	0.0	0.0	0.0	0.0697810957429144	0.0	0.0	0.01146705170101946	0.026603359223655615
26:01/35:01/04:01	0.1063297798134464	0.0	0.0	0.2149772012378543	0.0683814749113947	0.0	0.0	0.011217861219145569	0.0556697794232422
11:01/58:01/03:02	0.0156046321792824	0.0	0.0	0.1345107348675458	0.0	0.4635673909281504	0.0	0.01098004108740687	0.08766896542499694
26:01/15:01/03:03	0.0622968850437943	0.0	0.1058503058756258	0.0	0.102572212367092	0.0603850490653775	0.0	0.010971726962799312	0.04730063605026994
02:06/40:01/03:04	0.0	0.0	0.2418645136946853	0.0	0.0	0.1363713084495148	0.0	0.010720620088070147	0.054033688877742875
24:02/40:01/04:01	0.0	0.0	0.2477918128628179	0.0	0.0	0.1260197094785737	0.0	0.010717465875677448	0.05340164604877023
26:01/44:02/05:01	0.1086152474378993	0.0	0.0	0.0	0.0683814749113947	0.0	0.0	0.01070287263771242	0.02528524604989914
68:01/18:01/07:01	0.1044423369118875	0.0	0.0	0.1369854724166792	0.0	0.0	0.0	0.010629073945536848	0.0344896870469381
26:01/57:01/06:02	0.1045110367552363	0.0	0.0	0.1195873175258017	0.0	0.0	0.0	0.010576086669940624	0.03201405061157686
03:01/51:01/14:02	0.085205039643676	0.0	0.0	0.6169345728546797	0.0683814749113947	0.0	0.0	0.010541605014372252	0.11007444105853577
02:06/07:02/07:02	0.0157804385809586	0.0	0.2638960460670396	0.0510945813174621	0.0	0.0	0.0	0.010518350455871621	0.047253009423637186
11:01/15:01/01:02	0.0192960844763656	0.0	0.1103403492008414	0.4415531724029603	0.0	0.1742745874636905	0.0	0.010457987932355368	0.10649488479197969
01:01/15:01/03:03	0.0950161400523174	0.0	0.0237833889240887	0.0633932770161858	0.0	0.0	0.0	0.010253601794192307	0.026027543713227415
03:01/52:01/12:02	0.0771967382488464	0.0	0.0213933429520299	0.4141560779196245	0.0	0.0312974699328241	0.0	0.010251192890908728	0.07772051843618927
31:01/35:03/04:01	0.0665444058492647	0.0	0.0	0.9490103555537728	0.0	0.0254921770587169	0.0	0.01022262554939953	0.14872099120882207
26:01/27:05/02:02	0.1044134363817482	0.0	0.0	0.0	0.0	0.0	0.0	0.010156448722966643	0.0149162051973926
11:01/27:05/01:02	0.0986585846013483	0.0	0.0	0.0	0.2391352163568071	0.0	0.0	0.010078239640687053	0.04825625727973649
01:01/44:03/04:01	0.1023422380526611	0.0	0.0	0.0	0.0341907374556973	0.0	0.0	0.01002383399403797	0.019504710786908342
02:01/35:03/12:03	0.1030200048781184	0.0	0.0	0.0	0.0	0.0	0.0	0.010020907588549422	0.014717143554016914
33:03/50:01/06:02	0.0	0.0	0.0	0.0	0.0	0.0	0.9185299126517606	0.00998362592924113	0.13121855895025153
32:01/15:01/03:03	0.1018558676950555	0.0	0.0	0.0	0.0	0.0	0.0	0.009907670250367687	0.014550838242150786
01:01/44:02/05:01	0.0985256825502634	0.0	0.0	0.0	0.0	0.0	0.0	0.009583738237083441	0.014075097507180485
03:01/44:03/16:01	0.0952854526783764	0.0	0.0	0.0	0.1294649269155791	0.0	0.0	0.009529274576513085	0.03210719708485078
32:01/38:01/12:03	0.0978327312813719	0.0	0.0	0.0	0.0	0.0	0.0	0.009516333846672618	0.013976104468767415
32:01/08:01/07:01	0.0975269151692343	0.0	0.0	0.0	0.0	0.0	0.0	0.009486586663080013	0.013932416452747757
24:02/15:01/01:02	0.0161630918550574	0.0	0.2036777473872516	0.0	0.1588569643774944	0.0383303877818244	0.0	0.009434560820897638	0.05957545591451826
03:01/35:03/12:03	0.0814795380397322	0.0	0.0	0.2401745290108493	0.0	0.0334203840011601	0.0	0.009398257310085803	0.05072492157882023
25:01/15:01/03:03	0.0872968541519705	0.0	0.0227843188269699	0.0	0.0682815019948575	0.0	0.0	0.00938947791816445	0.025480382139113987
25:01/07:02/07:02	0.0950538000261778	0.0	0.0	0.0	0.0683814749113947	0.0	0.0	0.009383730676492237	0.023347896419653215
03:02/51:01/15:02	0.0402691545412238	0.0	0.0	0.0451952069579117	0.1024722394505548	0.0	0.4618286363053708	0.00929808227123592	0.09282360532215159
24:02/50:01/06:02	0.0390934830949824	0.0	0.0	0.0	0.1708537143619496	0.0	0.4687871962497024	0.009242059738103962	0.09696205624380491
25:01/35:01/04:01	0.0932546065156212	0.0	0.0	0.0	0.0683814749113947	0.0	0.0	0.009208720474109353	0.023090868775287987
26:01/51:01/15:02	0.0564505430285296	0.0	0.0999349013807772	0.0802914849274404	0.0341907374556973	0.0	0.0	0.00917080709710804	0.03869538097034921
68:01/50:01/07:01	0.0	0.0	0.0	0.0	0.0	0.0	0.8383233532934129	0.009111849980874378	0.11976047904191613
